"folder";"min_modified";"max_modified";"min_accessed";"max_accessed";"files"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/typing_inspection-0.4.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/_pytest";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'monkeypatch.py'>, <DirEntry 'python.py'>, <DirEntry 'debugging.py'>, <DirEntry 'tmpdir.py'>, <DirEntry 'scope.py'>, <DirEntry 'pathlib.py'>, <DirEntry '__init__.py'>, <DirEntry 'main.py'>, <DirEntry 'py.typed'>, <DirEntry 'terminal.py'>, <DirEntry 'fixtures.py'>, <DirEntry 'legacypath.py'>, <DirEntry 'warnings.py'>, <DirEntry 'logging.py'>, <DirEntry 'setupplan.py'>, <DirEntry 'stash.py'>, <DirEntry 'freeze_support.py'>, <DirEntry 'pastebin.py'>, <DirEntry 'python_api.py'>, <DirEntry 'compat.py'>, <DirEntry 'cacheprovider.py'>, <DirEntry 'warning_types.py'>, <DirEntry 'helpconfig.py'>, <DirEntry 'nodes.py'>, <DirEntry 'junitxml.py'>, <DirEntry 'tracemalloc.py'>, <DirEntry 'doctest.py'>, <DirEntry 'capture.py'>, <DirEntry 'outcomes.py'>, <DirEntry 'stepwise.py'>, <DirEntry 'hookspec.py'>, <DirEntry 'deprecated.py'>, <DirEntry 'timing.py'>, <DirEntry 'setuponly.py'>, <DirEntry 'skipping.py'>, <DirEntry 'threadexception.py'>, <DirEntry 'recwarn.py'>, <DirEntry 'unraisableexception.py'>, <DirEntry 'raises.py'>, <DirEntry 'runner.py'>, <DirEntry '_version.py'>, <DirEntry 'unittest.py'>, <DirEntry 'pytester_assertions.py'>, <DirEntry '_argcomplete.py'>, <DirEntry 'pytester.py'>, <DirEntry 'reports.py'>, <DirEntry 'faulthandler.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/sqlalchemy-2.0.43.dist-info";"2025-10-10";"2025-10-10";"2025-10-10";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/setuptools";"2025-08-14";"2025-08-14";"2025-08-25";"2025-09-30";"[<DirEntry 'depends.py'>, <DirEntry '_reqs.py'>, <DirEntry 'installer.py'>, <DirEntry '_itertools.py'>, <DirEntry 'gui-32.exe'>, <DirEntry '_entry_points.py'>, <DirEntry 'gui.exe'>, <DirEntry 'py34compat.py'>, <DirEntry 'dep_util.py'>, <DirEntry 'cli-arm64.exe'>, <DirEntry 'errors.py'>, <DirEntry '__init__.py'>, <DirEntry 'cli-32.exe'>, <DirEntry 'script.tmpl'>, <DirEntry 'dist.py'>, <DirEntry 'extension.py'>, <DirEntry 'script (dev).tmpl'>, <DirEntry '_path.py'>, <DirEntry 'launch.py'>, <DirEntry 'logging.py'>, <DirEntry '_deprecation_warning.py'>, <DirEntry 'gui-64.exe'>, <DirEntry 'windows_support.py'>, <DirEntry 'discovery.py'>, <DirEntry 'cli-64.exe'>, <DirEntry 'package_index.py'>, <DirEntry 'build_meta.py'>, <DirEntry 'glob.py'>, <DirEntry 'msvc.py'>, <DirEntry 'archive_util.py'>, <DirEntry '_imp.py'>, <DirEntry 'monkey.py'>, <DirEntry 'namespaces.py'>, <DirEntry 'sandbox.py'>, <DirEntry '_importlib.py'>, <DirEntry 'version.py'>, <DirEntry 'unicode_utils.py'>, <DirEntry 'wheel.py'>, <DirEntry 'gui-arm64.exe'>, <DirEntry 'cli.exe'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/starlette-0.47.2.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pygments";"2025-08-14";"2025-08-14";"2025-09-30";"2025-09-30";"[<DirEntry 'util.py'>, <DirEntry 'regexopt.py'>, <DirEntry 'filter.py'>, <DirEntry 'scanner.py'>, <DirEntry '__init__.py'>, <DirEntry '__main__.py'>, <DirEntry 'formatter.py'>, <DirEntry 'sphinxext.py'>, <DirEntry 'plugin.py'>, <DirEntry 'modeline.py'>, <DirEntry 'cmdline.py'>, <DirEntry 'lexer.py'>, <DirEntry 'token.py'>, <DirEntry 'style.py'>, <DirEntry 'unistring.py'>, <DirEntry 'console.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/httpcore";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-24";"[<DirEntry '_api.py'>, <DirEntry '_ssl.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry '_utils.py'>, <DirEntry '_exceptions.py'>, <DirEntry '_synchronization.py'>, <DirEntry '_trace.py'>, <DirEntry '_models.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/zstandard";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry '__init__.pyi'>, <DirEntry '_cffi.cpython-311-x86_64-linux-gnu.so'>, <DirEntry 'backend_c.cpython-311-x86_64-linux-gnu.so'>, <DirEntry 'backend_cffi.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pygments-2.19.2.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pip";"2025-08-14";"2025-08-14";"2025-09-30";"2025-10-27";"[<DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry '__main__.py'>, <DirEntry '__pip-runner__.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/packaging";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'tags.py'>, <DirEntry 'markers.py'>, <DirEntry '__init__.py'>, <DirEntry 'specifiers.py'>, <DirEntry 'py.typed'>, <DirEntry 'requirements.py'>, <DirEntry '_elffile.py'>, <DirEntry 'utils.py'>, <DirEntry '_tokenizer.py'>, <DirEntry '_structures.py'>, <DirEntry 'metadata.py'>, <DirEntry '_manylinux.py'>, <DirEntry '_musllinux.py'>, <DirEntry 'version.py'>, <DirEntry '_parser.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/fastapi-0.116.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/certifi-2025.8.3.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/httpcore-1.0.9.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pip-25.2.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/typing_inspection";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'typing_objects.pyi'>, <DirEntry 'typing_objects.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry 'introspection.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/h11-0.16.0.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/iniconfig";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry '_parse.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry 'exceptions.py'>, <DirEntry '_version.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/typing_extensions-4.14.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pyahocorasick-2.2.0.dist-info";"2025-09-22";"2025-09-22";"2025-09-22";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/sqlmodel-0.0.27.dist-info";"2025-10-10";"2025-10-10";"2025-10-10";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pytest_cov-6.2.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/sniffio-1.3.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'LICENSE.MIT'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'LICENSE.APACHE2'>, <DirEntry 'RECORD'>, <DirEntry 'LICENSE'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pytest";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry '__main__.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/fastapi";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'logger.py'>, <DirEntry 'concurrency.py'>, <DirEntry 'routing.py'>, <DirEntry 'cli.py'>, <DirEntry 'testclient.py'>, <DirEntry '__init__.py'>, <DirEntry 'websockets.py'>, <DirEntry 'py.typed'>, <DirEntry '__main__.py'>, <DirEntry 'responses.py'>, <DirEntry 'types.py'>, <DirEntry 'applications.py'>, <DirEntry 'param_functions.py'>, <DirEntry '_compat.py'>, <DirEntry 'encoders.py'>, <DirEntry 'templating.py'>, <DirEntry 'requests.py'>, <DirEntry 'exceptions.py'>, <DirEntry 'datastructures.py'>, <DirEntry 'exception_handlers.py'>, <DirEntry 'params.py'>, <DirEntry 'utils.py'>, <DirEntry 'staticfiles.py'>, <DirEntry 'background.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pytest_cov";"2025-08-14";"2025-08-14";"2025-10-27";"2025-10-27";"[<DirEntry '__init__.py'>, <DirEntry 'plugin.py'>, <DirEntry 'compat.py'>, <DirEntry 'embed.py'>, <DirEntry 'engine.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pydantic-2.11.7.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/idna-3.10.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'LICENSE.md'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pytest_asyncio";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry 'plugin.py'>, <DirEntry '_version.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/numpy.libs";"2025-10-27";"2025-10-27";"2025-10-27";"2025-10-27";"[<DirEntry 'libscipy_openblas64_-8fb3d286.so'>, <DirEntry 'libquadmath-96973f99-934c22de.so.0.0.0'>, <DirEntry 'libgfortran-040039e1-0352e75f.so.5.0.0'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pkg_resources";"2025-08-14";"2025-08-14";"2025-10-27";"2025-10-27";"[<DirEntry '__init__.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/starlette";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'concurrency.py'>, <DirEntry 'routing.py'>, <DirEntry 'testclient.py'>, <DirEntry '__init__.py'>, <DirEntry 'websockets.py'>, <DirEntry 'py.typed'>, <DirEntry '_utils.py'>, <DirEntry 'convertors.py'>, <DirEntry 'responses.py'>, <DirEntry 'endpoints.py'>, <DirEntry 'types.py'>, <DirEntry 'applications.py'>, <DirEntry 'templating.py'>, <DirEntry 'requests.py'>, <DirEntry 'exceptions.py'>, <DirEntry 'datastructures.py'>, <DirEntry 'config.py'>, <DirEntry 'staticfiles.py'>, <DirEntry '_exception_handler.py'>, <DirEntry 'authentication.py'>, <DirEntry 'background.py'>, <DirEntry 'formparsers.py'>, <DirEntry 'schemas.py'>, <DirEntry 'status.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/__pycache__";"2025-08-14";"2025-08-14";"2025-10-27";"2025-10-27";"[<DirEntry 'py.cpython-311.pyc'>, <DirEntry 'typing_extensions.cpython-311.pyc'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pydantic_core-2.33.2.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/setuptools-66.1.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'LICENSE'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/certifi";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-24";"[<DirEntry '__init__.py'>, <DirEntry 'cacert.pem'>, <DirEntry 'py.typed'>, <DirEntry '__main__.py'>, <DirEntry 'core.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/uvicorn-0.35.0.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'REQUESTED'>, <DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'entry_points.txt'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/click-8.2.1.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/pluggy-1.6.0.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'top_level.txt'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/packaging-25.0.dist-info";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'METADATA'>, <DirEntry 'WHEEL'>, <DirEntry 'RECORD'>, <DirEntry 'INSTALLER'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/idna";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'idnadata.py'>, <DirEntry 'package_data.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry 'codec.py'>, <DirEntry 'compat.py'>, <DirEntry 'core.py'>, <DirEntry 'intranges.py'>, <DirEntry 'uts46data.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/coverage";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-27";"[<DirEntry 'numbits.py'>, <DirEntry 'results.py'>, <DirEntry 'python.py'>, <DirEntry 'sqlitedb.py'>, <DirEntry 'jsonreport.py'>, <DirEntry 'plugin_support.py'>, <DirEntry 'env.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry 'html.py'>, <DirEntry '__main__.py'>, <DirEntry 'sysmon.py'>, <DirEntry 'debug.py'>, <DirEntry 'types.py'>, <DirEntry 'annotate.py'>, <DirEntry 'plugin.py'>, <DirEntry 'tracer.pyi'>, <DirEntry 'exceptions.py'>, <DirEntry 'config.py'>, <DirEntry 'control.py'>, <DirEntry 'execfile.py'>, <DirEntry 'disposition.py'>, <DirEntry 'core.py'>, <DirEntry 'report_core.py'>, <DirEntry 'pytracer.py'>, <DirEntry 'files.py'>, <DirEntry 'templite.py'>, <DirEntry 'xmlreport.py'>, <DirEntry 'cmdline.py'>, <DirEntry 'lcovreport.py'>, <DirEntry 'inorout.py'>, <DirEntry 'misc.py'>, <DirEntry 'data.py'>, <DirEntry 'sqldata.py'>, <DirEntry 'context.py'>, <DirEntry 'tomlconfig.py'>, <DirEntry 'version.py'>, <DirEntry 'bytecode.py'>, <DirEntry 'multiproc.py'>, <DirEntry 'parser.py'>, <DirEntry 'patch.py'>, <DirEntry 'phystokens.py'>, <DirEntry 'tracer.cpython-311-x86_64-linux-gnu.so'>, <DirEntry 'regions.py'>, <DirEntry 'collector.py'>, <DirEntry 'report.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/lib/python3.11/site-packages/httpx";"2025-08-14";"2025-08-14";"2025-08-25";"2025-10-24";"[<DirEntry '_api.py'>, <DirEntry '__version__.py'>, <DirEntry '_multipart.py'>, <DirEntry '_types.py'>, <DirEntry '__init__.py'>, <DirEntry 'py.typed'>, <DirEntry '_utils.py'>, <DirEntry '_urlparse.py'>, <DirEntry '_content.py'>, <DirEntry '_exceptions.py'>, <DirEntry '_config.py'>, <DirEntry '_decoders.py'>, <DirEntry '_client.py'>, <DirEntry '_main.py'>, <DirEntry '_urls.py'>, <DirEntry '_auth.py'>, <DirEntry '_status_codes.py'>, <DirEntry '_models.py'>]"
"/workspaces/simulation_management/VSM/server/.venv/include/site/python3.11/greenlet";"2025-08-14";"2025-08-14";"2025-08-25";"2025-08-25";"[<DirEntry 'greenlet.h'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/comm-0.2.3.dist-info/licenses";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'LICENSE'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/static";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'favicon.ico'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/kernelspecs";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/view";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/base";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'zmqhandlers.py'>, <DirEntry 'call_context.py'>, <DirEntry '__init__.py'>, <DirEntry 'websocket.py'>, <DirEntry 'handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/services";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'shutdown.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/nbconvert";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/gateway";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'managers.py'>, <DirEntry '__init__.py'>, <DirEntry 'gateway_client.py'>, <DirEntry 'handlers.py'>, <DirEntry 'connections.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/prometheus";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'log_functions.py'>, <DirEntry 'metrics.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/templates";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'logout.html'>, <DirEntry '404.html'>, <DirEntry 'login.html'>, <DirEntry 'browser-open.html'>, <DirEntry 'view.html'>, <DirEntry 'page.html'>, <DirEntry 'error.html'>, <DirEntry 'main.html'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/files";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.py'>, <DirEntry 'handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/auth";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'logout.py'>, <DirEntry '__init__.py'>, <DirEntry '__main__.py'>, <DirEntry 'security.py'>, <DirEntry 'authorizer.py'>, <DirEntry 'utils.py'>, <DirEntry 'identity.py'>, <DirEntry 'decorator.py'>, <DirEntry 'login.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/terminal";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'terminalmanager.py'>, <DirEntry '__init__.py'>, <DirEntry 'handlers.py'>, <DirEntry 'api_handlers.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/__pycache__";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'log.cpython-311.pyc'>, <DirEntry 'transutils.cpython-311.pyc'>, <DirEntry '__init__.cpython-311.pyc'>, <DirEntry 'serverapp.cpython-311.pyc'>, <DirEntry '_version.cpython-311.pyc'>, <DirEntry 'pytest_plugin.cpython-311.pyc'>, <DirEntry 'traittypes.cpython-311.pyc'>, <DirEntry '_sysinfo.cpython-311.pyc'>, <DirEntry '__main__.cpython-311.pyc'>, <DirEntry '_tz.cpython-311.pyc'>, <DirEntry 'utils.cpython-311.pyc'>, <DirEntry 'config_manager.cpython-311.pyc'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/i18n";"2025-09-12";"2025-09-12";"2025-09-12";"2025-10-16";"[<DirEntry 'README.md'>, <DirEntry '__init__.py'>, <DirEntry 'nbjs.json'>, <DirEntry 'nbui.pot'>, <DirEntry 'notebook.pot'>, <DirEntry 'babel_nbui.cfg'>, <DirEntry 'babel_notebook.cfg'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/jupyter_server/extension";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'handler.py'>, <DirEntry '__init__.py'>, <DirEntry 'serverextension.py'>, <DirEntry 'manager.py'>, <DirEntry 'application.py'>, <DirEntry 'config.py'>, <DirEntry 'utils.py'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/fqdn/__pycache__";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '__init__.cpython-311.pyc'>, <DirEntry '_compat.cpython-311.pyc'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/ipython-9.5.0.dist-info/licenses";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'COPYING.rst'>, <DirEntry 'LICENSE'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/numpy/linalg";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry 'lapack_lite.cpython-311-x86_64-linux-gnu.so'>, <DirEntry '__init__.py'>, <DirEntry 'lapack_lite.pyi'>, <DirEntry '_umath_linalg.pyi'>, <DirEntry '_linalg.py'>, <DirEntry '__init__.pyi'>, <DirEntry 'linalg.py'>, <DirEntry '_umath_linalg.cpython-311-x86_64-linux-gnu.so'>, <DirEntry 'linalg.pyi'>, <DirEntry '_linalg.pyi'>]"
"/workspaces/simulation_management/VSM/.venv/lib/python3.11/site-packages/numpy/fft";"2025-09-12";"2025-09-12";"2025-09-12";"2025-09-12";"[<DirEntry '_pocketfft.py'>, <DirEntry 'helper.pyi'>, <DirEntry '__init__.py'>, <DirEntry '_helper.pyi'>, <DirEntry '_pocketfft.pyi'>, <DirEntry '__init__.pyi'>, <DirEntry '_helper.py'>, <DirEntry 'helper.py'>, <DirEntry '_pocketfft_umath.cpython-311-x86_64-linux-gnu.so'>]"
